gene_stable_id	hgnc_symbol	chromosome_scaffold_name	gene_start_bp	gene_end_bp	gene_percent_gc_content	gene_type
ENSG00000278599	TBC1D3E	17	38127951	38138862	60.15	protein_coding
ENSG00000164520	RAET1E	6	149883375	149898102	46.83	protein_coding
ENSG00000146834	MEPCE	7	100428790	100434126	58.8	protein_coding
ENSG00000177108	ZDHHC22	14	77131270	77142734	54.74	protein_coding
ENSG00000104885	DOT1L	19	2164149	2232578	59.45	protein_coding
ENSG00000165548	TMEM63C	14	77116568	77259495	49.88	protein_coding
ENSG00000107864	CPEB3	10	92046692	92291087	40.87	protein_coding
ENSG00000181786	ACTL9	19	8697397	8698822	66.27	protein_coding
ENSG00000186340	THBS2	6	169215780	169254044	49.53	protein_coding
ENSG00000178999	AURKB	17	8204733	8210600	52.69	protein_coding
ENSG00000285991	NA	6	149817937	149896011	43.85	protein_coding
ENSG00000166086	JAM3	11	134068925	134152001	41.98	protein_coding
ENSG00000142178	SIK1	21	43414483	43427189	56.21	protein_coding
ENSG00000126259	KIRREL2	19	35855861	35867109	56.47	protein_coding
ENSG00000120256	LRP11	6	149818798	149864026	43.94	protein_coding
ENSG00000118849	RARRES1	3	158696892	158732696	43.91	protein_coding
ENSG00000274611	TBC1D3	17	38181659	38192541	60.12	protein_coding
ENSG00000120253	NUP43	6	149724315	149749665	43.95	protein_coding
ENSG00000269335	IKBKG	23	154541199	154565046	56.86	protein_coding
ENSG00000259164	NA	14	77098311	77225462	48.17	protein_coding
ENSG00000110344	UBE4A	11	118359585	118399211	40.54	protein_coding
ENSG00000164056	SPRY1	4	123396795	123403760	48.71	protein_coding
ENSG00000198894	CIPC	14	77098097	77117287	43.02	protein_coding
ENSG00000182372	CLN8	8	1755778	1801711	48.06	protein_coding
ENSG00000151466	SCLT1	4	128864921	129093607	36.17	protein_coding
ENSG00000137760	ALKBH8	11	107502726	107565746	36.18	protein_coding
ENSG00000008283	CYB561	17	63432304	63446378	57.41	protein_coding
ENSG00000189043	NDUFA4	7	10931951	10940256	37.82	protein_coding
ENSG00000163508	EOMES	3	27715949	27722711	47.95	protein_coding
ENSG00000084093	REST	4	56907876	56966678	43.58	protein_coding
ENSG00000175287	PHYHD1	9	128920895	128942041	51.58	protein_coding
ENSG00000119042	SATB2	2	199269500	199471266	38.72	protein_coding
ENSG00000134248	LAMTOR5	1	110401249	110407942	42.55	protein_coding
ENSG00000189182	KRT77	12	52689626	52703463	51.05	protein_coding
ENSG00000126456	IRF3	19	49659569	49665875	57.17	protein_coding
ENSG00000104728	ARHGEF10	8	1823976	1958641	50	protein_coding
ENSG00000174839	DENND6A	3	57625457	57693089	39.72	protein_coding
ENSG00000164754	RAD21	8	116845935	116874866	36.02	protein_coding
ENSG00000257524	NA	9	127867850	127906022	55.02	protein_coding
ENSG00000101460	MAP1LC3A	20	34546854	34560345	52.56	protein_coding
ENSG00000146555	SDK1	7	3301448	4269000	43.12	protein_coding
ENSG00000167283	ATP5MG	11	118401154	118431496	42.83	protein_coding
ENSG00000185069	KRT76	12	52768155	52777345	49.04	protein_coding
ENSG00000203722	RAET1G	6	149916878	149923121	54.05	protein_coding
ENSG00000258790	NA	14	35122549	35317474	40.63	protein_coding
ENSG00000120708	TGFBI	5	136028895	136063818	48.98	protein_coding
ENSG00000106992	AK1	9	127866480	127877743	60.17	protein_coding
ENSG00000077684	JADE1	4	128809623	128875224	44.21	protein_coding
ENSG00000177692	DNAJC28	21	33485530	33491720	44.63	protein_coding
ENSG00000186442	KRT3	12	52789685	52796117	53.58	protein_coding
ENSG00000172425	TTC36	11	118527472	118531197	53.95	protein_coding
ENSG00000164048	ZNF589	3	48241100	48299253	45.4	protein_coding
ENSG00000134531	EMP1	12	13196716	13219939	44.22	protein_coding
ENSG00000123562	MORF4L2	23	103675496	103688158	39.39	protein_coding
ENSG00000160233	LRRC3	21	44455486	44462196	61.26	protein_coding
ENSG00000197724	PHF2	9	93576407	93679587	51.51	protein_coding
ENSG00000137947	GTF2B	1	88852932	88891944	39.88	protein_coding
ENSG00000170477	KRT4	12	52806549	52814551	49.03	protein_coding
ENSG00000118096	IFT46	11	118544528	118572970	45	protein_coding
ENSG00000144959	NCEH1	3	172630249	172711218	41.72	protein_coding
ENSG00000163453	IGFBP7	4	57030773	57110385	42.44	protein_coding
ENSG00000170608	FOXA3	19	45863989	45873797	53.2	protein_coding
ENSG00000124493	GRM4	6	34018645	34155622	56	protein_coding
ENSG00000170604	IRF2BP1	19	45883607	45886170	68.49	protein_coding
ENSG00000047315	POLR2B	4	56977722	57031168	40.19	protein_coding
ENSG00000176182	MYPOP	19	45890020	45902604	54.06	protein_coding
ENSG00000196396	PTPN1	20	50510321	50585241	43.56	protein_coding
ENSG00000128250	RFPL1	22	29438583	29442455	46.11	protein_coding
ENSG00000161270	NPHS1	19	35825964	35869287	53.1	protein_coding
ENSG00000188425	"NANOS2"	19	45913214	45914870	59.08	protein_coding
ENSG00000164265	SCGB3A2	5	147870682	147882191	43.74	protein_coding
ENSG00000196436	NPIPB15	16	74377878	74392080	45.68	protein_coding
ENSG00000185640	KRT79	12	52821410	52834295	51.02	protein_coding
ENSG00000168679	SLC16A4	1	110362848	110391082	40.4	protein_coding
ENSG00000104517	UBR5	8	102253012	102412841	38.38	protein_coding
ENSG00000178776	C5orf46	5	147880726	147906538	37.77	protein_coding
ENSG00000157087	ATP2B2	3	10324023	10708007	49.6	protein_coding
ENSG00000172818	OVOL1	11	65787022	65797219	60.16	protein_coding
ENSG00000087085	ACHE	7	100889994	100896974	64.49	protein_coding
ENSG00000104967	NOVA2	19	45933734	45973546	50.92	protein_coding
ENSG00000101210	EEF1A2	20	63488012	63499322	63.51	protein_coding
ENSG00000042493	CAPG	2	85394748	85418432	51.32	protein_coding
ENSG00000133794	ARNTL	11	13276652	13387266	45.43	protein_coding
ENSG00000099810	MTAP	9	21802543	21937651	40.09	protein_coding
ENSG00000137944	KYAT3	1	88935773	88992953	38.59	protein_coding
ENSG00000127445	PIN1	19	9835257	9849682	56.31	protein_coding
ENSG00000163288	GABRB1	4	46993723	47426444	36.76	protein_coding
ENSG00000177992	SPATA31E1	9	87882826	87888899	59.37	protein_coding
ENSG00000153989	NUS1	6	117675502	117710640	37.38	protein_coding
ENSG00000198060	MARCH5	10	92291163	92353964	40.44	protein_coding
ENSG00000113163	COL4A3BP	5	75356345	75512138	37.4	protein_coding
ENSG00000087095	NLK	17	28041737	28196381	37.3	protein_coding
ENSG00000273079	GRIN2B	12	13437942	13981957	40.62	protein_coding
ENSG00000109158	GABRA4	4	46918900	46994407	35.28	protein_coding
ENSG00000283239	NA	8	1763888	1958627	49.43	protein_coding
ENSG00000165553	NGB	14	77265483	77271312	57.53	protein_coding
ENSG00000278845	MRPL45	17	38297023	38323218	45.16	protein_coding
ENSG00000178719	GRINA	8	143990058	143993415	66.68	protein_coding
ENSG00000128829	EIF2AK4	15	39934146	40035591	40.17	protein_coding
ENSG00000151470	C4orf33	4	129093317	129116640	35.63	protein_coding
ENSG00000196376	SLC35F1	6	117907526	118317676	38.46	protein_coding
ENSG00000172315	TP53RK	20	46684365	46689779	45.1	protein_coding
ENSG00000183248	PRR36	19	7868719	7874379	67.62	protein_coding
ENSG00000023839	ABCC2	10	99782640	99852594	45.05	protein_coding
ENSG00000277399	GPR179	17	38325530	38343847	54.8	protein_coding
ENSG00000183763	TRAIP	3	49828599	49856574	49.84	protein_coding
ENSG00000170423	KRT78	12	52837804	52849092	52.5	protein_coding
ENSG00000197771	MCMBP	10	119829404	119892556	41.74	protein_coding
ENSG00000259571	BLID	11	122115354	122116215	40.26	protein_coding
ENSG00000105290	APLP1	19	35867899	35879791	57.02	protein_coding
ENSG00000132481	TRIM47	17	75874161	75878575	65.14	protein_coding
ENSG00000141639	MAPK4	18	50560078	50731824	45.75	protein_coding
ENSG00000165905	LARGE2	11	45921621	45929096	61.4	protein_coding
ENSG00000095319	NUP188	9	128947699	129007096	46.07	protein_coding
ENSG00000148660	CAMK2G	10	73812501	73874591	51.65	protein_coding
ENSG00000178685	PARP10	8	143977153	144012772	54.62	protein_coding
ENSG00000213516	RBMXL1	1	88979456	88992960	41.18	protein_coding
ENSG00000171017	LRRC8E	19	7888505	7902021	54.66	protein_coding
ENSG00000147679	UTP23	8	116766503	116849463	40.04	protein_coding
ENSG00000113594	LIFR	5	38474963	38608354	39.45	protein_coding
ENSG00000104983	CCDC61	19	45995461	46021318	52.56	protein_coding
ENSG00000145715	RASA1	5	87267888	87391931	35.77	protein_coding
ENSG00000182177	ASB18	2	236194872	236264409	45.99	protein_coding
ENSG00000157856	DRC1	2	26401916	26456711	44.06	protein_coding
ENSG00000070886	EPHA8	1	22563564	22603594	56.79	protein_coding
ENSG00000111110	PPM1H	12	62643982	62935037	42.68	protein_coding
ENSG00000188486	H2AFX	11	119093854	119095467	66.42	protein_coding
ENSG00000160211	G6PD	23	154531390	154547572	56.32	protein_coding
ENSG00000168505	GBX2	2	236165236	236168369	62.06	protein_coding
ENSG00000147677	EIF3H	8	116642130	116766925	37.79	protein_coding
ENSG00000158955	WNT9B	17	46833201	46886730	51.24	protein_coding
ENSG00000168038	ULK4	3	41246599	41962430	39.39	protein_coding
ENSG00000088832	FKBP1A	20	1368978	1393172	45.47	protein_coding
ENSG00000084092	NOA1	4	56963370	56978823	45.66	protein_coding
ENSG00000166845	C18orf54	18	54357917	54385218	34.77	protein_coding
ENSG00000008438	PGLYRP1	19	46019153	46023065	57.73	protein_coding
ENSG00000171307	ZDHHC16	10	97446131	97457370	49.85	protein_coding
ENSG00000095139	ARCN1	11	118572390	118603033	42.33	protein_coding
ENSG00000264545	NA	9	21802636	22032986	40.28	protein_coding
ENSG00000107263	RAPGEF1	9	131576770	131740074	48.49	protein_coding
ENSG00000186470	BTN3A2	6	26365159	26378320	44.34	protein_coding
ENSG00000204869	IGFL4	19	46039748	46077118	41.68	protein_coding
ENSG00000119574	ZBTB45	19	58513530	58538911	53.64	protein_coding
ENSG00000166148	AVPR1A	12	63142759	63150942	37.71	protein_coding
ENSG00000135924	DNAJB2	2	219279267	219286900	56.92	protein_coding
ENSG00000221947	XKR9	8	70669365	70790371	37.86	protein_coding
ENSG00000241123	KRTAP10-5	21	44579455	44580604	65.91	protein_coding
ENSG00000243489	KRTAP10-11	21	44646414	44647650	62.41	protein_coding
ENSG00000153208	MERTK	2	111898479	112029561	43.65	protein_coding
ENSG00000188155	KRTAP10-6	21	44591268	44592505	65.43	protein_coding
ENSG00000105982	RNF32	7	156640281	156677130	42.24	protein_coding
ENSG00000221864	KRTAP12-2	21	44666189	44666927	60.49	protein_coding
ENSG00000212935	KRTAP10-3	21	44557790	44558760	65.29	protein_coding
ENSG00000108602	ALDH3A1	17	19737984	19748943	57.83	protein_coding
ENSG00000189169	KRTAP10-12	21	44697172	44698044	67.12	protein_coding
ENSG00000110700	RPS13	11	17074389	17077787	46.54	protein_coding
ENSG00000268964	ERVV-2	19	53044738	53051076	48.76	protein_coding
ENSG00000272804	KRTAP10-7	21	44600597	44602174	63.43	protein_coding
ENSG00000075426	FOSL2	2	28392448	28417312	51.8	protein_coding
ENSG00000079459	FDFT1	8	11795573	11839309	44.36	protein_coding
ENSG00000111860	CEP85L	6	118460772	118710075	38.17	protein_coding
ENSG00000091622	PITPNM3	17	6451264	6556494	51.99	protein_coding
ENSG00000221837	KRTAP10-9	21	44627123	44628293	66.61	protein_coding
ENSG00000274322	NA	20	1317571	1393096	45.09	protein_coding
ENSG00000205445	KRTAP10-2	21	44550357	44551505	66.23	protein_coding
ENSG00000174448	STARD6	18	54324358	54357964	37.92	protein_coding
ENSG00000187766	KRTAP10-8	21	44612079	44612954	65.87	protein_coding
ENSG00000135636	DYSF	2	71453722	71686768	49.64	protein_coding
ENSG00000175894	TSPEAR	21	44497892	44711580	50.12	protein_coding
ENSG00000170903	MSANTD4	11	105995623	106022403	38.77	protein_coding
ENSG00000125775	SDCBP2	20	1309909	1329239	50.43	protein_coding
ENSG00000197122	SRC	20	37344685	37406050	54.1	protein_coding
ENSG00000148341	SH3GLB2	9	129007036	129028303	55.75	protein_coding
ENSG00000011405	PIK3C2A	11	17077730	17207983	39.84	protein_coding
ENSG00000145248	SLC10A4	4	48483343	48489196	44.38	protein_coding
ENSG00000152939	MARVELD2	5	69415065	69444330	43.38	protein_coding
ENSG00000108671	PSMD11	17	32444261	32483318	43.11	protein_coding
ENSG00000170949	ZNF160	19	53066606	53103436	45.26	protein_coding
ENSG00000148248	SURF4	9	133361449	133376166	52.38	protein_coding
ENSG00000118058	KMT2A	11	118436464	118526832	41.26	protein_coding
ENSG00000147889	CDKN2A	9	21967753	21995301	41.19	protein_coding
ENSG00000188352	FOCAD	9	20658309	20995955	36.92	protein_coding
ENSG00000176788	BASP1	5	17065598	17276843	43.15	protein_coding
ENSG00000168036	CTNNB1	3	41194741	41260096	39.9	protein_coding
ENSG00000109851	DBX1	11	20156155	20160613	54.7	protein_coding
ENSG00000058272	PPP1R12A	12	79773563	79935460	36.07	protein_coding
ENSG00000126001	CEP250	20	35455164	35519280	47.9	protein_coding
ENSG00000182223	ZAR1	4	48490252	48494389	53.24	protein_coding
ENSG00000091527	CDV3	3	133573730	133590261	42.4	protein_coding
ENSG00000141040	ZNF287	17	16551387	16569206	40.28	protein_coding
ENSG00000081923	ATP8B1	18	57646426	57803315	43.04	protein_coding
ENSG00000129195	PIMREG	17	6444415	6451469	53.2	protein_coding
ENSG00000170954	ZNF415	19	53107879	53133077	45.32	protein_coding
ENSG00000138621	PPCDC	15	75023555	75117462	47.94	protein_coding
ENSG00000215455	KRTAP10-1	21	44538981	44540195	66.34	protein_coding
ENSG00000212933	KRTAP12-4	21	44654213	44654659	65.32	protein_coding
ENSG00000187175	KRTAP12-1	21	44681576	44682163	60.37	protein_coding
ENSG00000221859	KRTAP10-10	21	44637356	44638455	64.18	protein_coding
ENSG00000105983	LMBR1	7	156668946	156893230	39.06	protein_coding
ENSG00000205439	KRTAP12-3	21	44657932	44658341	63.66	protein_coding
ENSG00000184792	OSBP2	22	30693782	30907824	48.17	protein_coding
ENSG00000215454	KRTAP10-4	21	44573724	44638284	49.06	protein_coding
ENSG00000198523	PLN	6	118548298	118560730	34.41	protein_coding
ENSG00000186583	SPATC1	8	144012414	144047085	51.28	protein_coding
ENSG00000147883	CDKN2B	9	22002903	22009363	41.28	protein_coding
ENSG00000156096	UGT2B4	4	69480165	69526014	36.28	protein_coding
ENSG00000124767	GLO1	6	38675925	38703141	39.8	protein_coding
ENSG00000253117	OC90	8	132024220	132059380	45.23	protein_coding
ENSG00000159720	ATP6V0D1	16	67438014	67481237	53.78	protein_coding
ENSG00000153347	FAM81B	5	95391344	95450454	37.4	protein_coding
ENSG00000204866	IGFL2	19	46143106	46161299	40.54	protein_coding
ENSG00000258417	NA	8	132024238	132085655	44.61	protein_coding
ENSG00000164136	IL15	4	141636599	141733987	37.14	protein_coding
ENSG00000132297	HHLA1	8	132061486	132111159	42.77	protein_coding
ENSG00000127954	STEAP4	7	88270892	88306891	37.87	protein_coding
ENSG00000179363	TMEM31	23	103710909	103714028	46.99	protein_coding
ENSG00000100285	NEFH	22	29480230	29491390	52.82	protein_coding
ENSG00000173372	C1QA	1	22636506	22639608	56.78	protein_coding
ENSG00000188828	GLRA4	23	103707224	103728655	47.4	protein_coding
ENSG00000188624	IGFL3	19	46120071	46124674	38.92	protein_coding
ENSG00000198718	TOGARAM1	14	44962208	45074431	37.85	protein_coding
ENSG00000018699	TTC27	2	32628032	32821051	39.46	protein_coding
ENSG00000140525	FANCI	15	89243949	89317261	40.11	protein_coding
ENSG00000155749	ALS2CR12	2	201288271	201357398	40.89	protein_coding
ENSG00000119698	PPP4R4	14	94146128	94279735	37.14	protein_coding
ENSG00000159189	C1QC	1	22643630	22648110	54.68	protein_coding
ENSG00000160298	C21orf58	21	46300181	46323875	52.19	protein_coding
ENSG00000196589	MBD3L2B	19	7018969	7021450	47.78	protein_coding
ENSG00000122859	NEUROG3	10	69571698	69573238	64.24	protein_coding
ENSG00000134480	CCNH	5	87318416	87413019	35.03	protein_coding
ENSG00000109854	HTATIP2	11	20363685	20383783	42.5	protein_coding
ENSG00000075142	SRI	7	88205118	88226993	39.53	protein_coding
ENSG00000044446	PHKA2	23	18892300	18984598	45.75	protein_coding
ENSG00000173369	C1QB	1	22652762	22661538	51.13	protein_coding
ENSG00000125534	PPDPF	20	63520724	63522206	71.07	protein_coding
ENSG00000035499	DEPDC1B	5	60596912	60700190	38.63	protein_coding
ENSG00000198646	NCOA6	20	34689097	34825649	43.48	protein_coding
ENSG00000237247	MBD3L5	19	7030578	7033011	47.74	protein_coding
ENSG00000170421	KRT8	12	52897187	52949954	50.58	protein_coding
ENSG00000197937	ZNF347	19	53124072	53159075	44.35	protein_coding
ENSG00000163297	ANTXR2	4	79901149	80125454	35.81	protein_coding
ENSG00000102096	PIM2	23	48913182	48919024	53.5	protein_coding
ENSG00000067221	STOML1	15	73978923	73994622	52.84	protein_coding
ENSG00000100804	PSMB5	14	23016543	23035230	46.64	protein_coding
ENSG00000173890	GPR160	3	170037929	170085403	42.37	protein_coding
ENSG00000025800	KPNA6	1	32108038	32176568	44.21	protein_coding
ENSG00000197566	ZNF624	17	16620737	16653856	37.68	protein_coding
ENSG00000163623	NKX6-1	4	84491987	84498450	52.41	protein_coding
ENSG00000179454	KLHL28	14	44924319	45042322	37.29	protein_coding
ENSG00000140093	SERPINA10	14	94280455	94293271	44.68	protein_coding
ENSG00000175283	DOLK	9	128945530	128947619	56.89	protein_coding
ENSG00000127481	UBR4	1	19074506	19210276	43.74	protein_coding
ENSG00000117226	GBP3	1	89006666	89022894	40.11	protein_coding
ENSG00000206557	TRIM71	3	32818018	32897826	45.54	protein_coding
ENSG00000251184	NA	9	128941478	128957021	49.18	protein_coding
ENSG00000249662	LINC02218	5	17444010	17486829	38.73	protein_coding
ENSG00000042062	RIPOR3	20	50586108	50691528	51.6	protein_coding
ENSG00000222028	PSMB11	14	23042167	23044276	58.1	protein_coding
ENSG00000141569	TRIM65	17	75880335	75897003	54.93	protein_coding
ENSG00000268799	NA	5	17491325	17491769	65.17	protein_coding
ENSG00000183813	CCR4	3	32951574	32956349	45.37	protein_coding
ENSG00000214414	TRIM77	11	89710299	89717872	37.3	protein_coding
ENSG00000110075	PPP6R3	11	68460731	68615334	41.89	protein_coding
ENSG00000109610	SOD3	4	24789912	24800842	49.34	protein_coding
ENSG00000167487	KLHL26	19	18636965	18671714	56.97	protein_coding
ENSG00000205718	MBD3L4	19	7037748	7040179	47.66	protein_coding
ENSG00000170099	SERPINA6	14	94304248	94323394	45.27	protein_coding
ENSG00000070614	NDST1	5	150485818	150558211	52.04	protein_coding
ENSG00000131668	BARX1	9	93951622	93955372	66.14	protein_coding
ENSG00000230522	MBD3L2	19	7049321	7051735	47.37	protein_coding
ENSG00000284373	TAF11L2	5	17498231	17498827	54.44	protein_coding
ENSG00000159110	IFNAR2	21	33229901	33265675	44.16	protein_coding
ENSG00000144655	CSRNP1	3	39141855	39154562	55.85	protein_coding
ENSG00000100170	SLC5A1	22	32043032	32113029	43.23	protein_coding
ENSG00000128322	IGLL1	22	23573125	23580308	55.03	protein_coding
ENSG00000105428	ZNRF4	19	5455431	5456856	65.01	protein_coding
ENSG00000182173	TSEN54	17	75516060	75524739	54.69	protein_coding
ENSG00000223573	TINCR	19	5558167	5578349	52.25	protein_coding
ENSG00000197302	ZNF720	16	31713229	31794869	38.78	protein_coding
ENSG00000169894	MUC3A	7	100949555	100968346	53.53	protein_coding
ENSG00000100304	TTLL12	22	43166622	43187133	58.31	protein_coding
ENSG00000117308	GALE	1	23795599	23800804	60.1	protein_coding
ENSG00000139880	CDH24	14	23047062	23057538	57.26	protein_coding
ENSG00000140839	CLEC18B	16	74408270	74421953	57.12	protein_coding
ENSG00000100968	NFATC4	14	24365673	24379604	56.84	protein_coding
ENSG00000197249	SERPINA1	14	94376747	94390693	51.8	protein_coding
ENSG00000271271	UGT2A2	4	69589309	69639642	34.37	protein_coding
ENSG00000204683	C10orf113	10	21125763	21146559	39.22	protein_coding
ENSG00000173610	UGT2A1	4	69588417	69653249	34.09	protein_coding
ENSG00000140455	USP3	15	63504511	63594640	38.44	protein_coding
ENSG00000116544	DLGAP3	1	34865436	34929585	48.59	protein_coding
ENSG00000182240	BACE2	21	41167801	41282518	45.56	protein_coding
ENSG00000111057	KRT18	12	52948871	52952901	56.19	protein_coding
ENSG00000078804	TP53INP2	20	34704290	34713439	55.18	protein_coding
ENSG00000078114	NEBL	10	20779973	21174187	39.04	protein_coding
ENSG00000159496	RGL4	22	23688136	23699176	55.37	protein_coding
ENSG00000172638	EFEMP2	11	65866441	65873592	60.57	protein_coding
ENSG00000132321	IQCA1	2	236324147	236507542	42.77	protein_coding
ENSG00000087245	MMP2	16	55389700	55506691	45.67	protein_coding
ENSG00000104412	EMC2	8	108443601	108486918	34.69	protein_coding
ENSG00000163624	CDS1	4	84582979	84651338	38.39	protein_coding
ENSG00000182315	MBD3L3	19	7056209	7058640	47.7	protein_coding
ENSG00000101464	PIGU	20	34560542	34698790	44.54	protein_coding
ENSG00000283205	NA	9	87956214	87956883	42.39	protein_coding
ENSG00000284439	TAF11L3	5	17518367	17518963	57.96	protein_coding
ENSG00000284283	TAF11L4	5	17521801	17522397	58.12	protein_coding
ENSG00000284234	TAF11L5	5	17525235	17525831	58.29	protein_coding
ENSG00000284042	TAF11L6	5	17528669	17529265	58.12	protein_coding
ENSG00000284465	TAF11L7	5	17585162	17585758	58.46	protein_coding
ENSG00000283967	TAF11L8	5	17590364	17590960	58.12	protein_coding
ENSG00000283988	TAF11L9	5	17593798	17594394	58.46	protein_coding
ENSG00000284356	TAF11L10	5	17597232	17597828	58.29	protein_coding
ENSG00000113658	SMAD5	5	136132845	136188747	37.17	protein_coding
ENSG00000079156	OSBPL6	2	178194481	178402891	39.34	protein_coding
ENSG00000106993	CDC37L1	9	4679559	4708398	36.8	protein_coding
ENSG00000235631	RNF148	7	122701664	122702967	40.95	protein_coding
ENSG00000168334	XIRP1	3	39183210	39192596	58.29	protein_coding
ENSG00000188452	CERKL	2	181536676	181680665	37.01	protein_coding
ENSG00000188050	RNF133	7	122697712	122699156	40.07	protein_coding
ENSG00000118600	RXYLT1	12	63779803	63809558	38.5	protein_coding
ENSG00000148300	REXO4	9	133406059	133418096	51.72	protein_coding
ENSG00000008226	DLEC1	3	38039205	38124025	48.5	protein_coding
ENSG00000120498	TEX11	23	70528940	70908731	38.73	protein_coding
ENSG00000248333	CDK11B	1	1635227	1659012	51.91	protein_coding
ENSG00000099139	PCSK5	9	75890644	76362339	40.14	protein_coding
ENSG00000081803	CADPS2	7	122318425	122886759	36.56	protein_coding
ENSG00000068308	OTUD5	23	48922028	48958386	49.93	protein_coding
ENSG00000163512	AZI2	3	28315003	28349127	34.24	protein_coding
ENSG00000100577	GSTZ1	14	77320884	77331597	54.52	protein_coding
ENSG00000092054	MYH7	14	23412738	23435718	53.09	protein_coding
ENSG00000160563	MED27	9	131860107	132079908	44	protein_coding
ENSG00000189269	DRICH1	22	23608452	23632321	44.89	protein_coding
ENSG00000243646	IL10RB	21	33266358	33310187	46.79	protein_coding
ENSG00000101928	MOSPD1	23	134887626	134915267	40.84	protein_coding
ENSG00000125648	SLC25A23	19	6436079	6465203	52.6	protein_coding
ENSG00000123130	ACOT9	23	23702253	23766475	44.61	protein_coding
ENSG00000177990	DPY19L2	12	63558913	63668939	36.31	protein_coding
ENSG00000160323	ADAMTS13	9	133414358	133459402	55.14	protein_coding
ENSG00000186910	SERPINA11	14	94442464	94452790	46.1	protein_coding
ENSG00000124588	NQO2	6	2987987	3028869	47.18	protein_coding
ENSG00000249624	NA	21	33229901	33297160	45.7	protein_coding
ENSG00000170054	SERPINA9	14	94462717	94479689	46.26	protein_coding
ENSG00000154917	RAB6B	3	133824239	133895836	49.59	protein_coding
ENSG00000159674	SPON2	4	1166932	1208962	53.74	protein_coding
ENSG00000159708	LRRC36	16	67326798	67385203	41.33	protein_coding
ENSG00000133216	EPHB2	1	22710839	22921500	51.95	protein_coding
ENSG00000182359	KBTBD3	11	106051098	106077765	36.35	protein_coding
ENSG00000172803	SNX32	11	65833641	65856896	49.57	protein_coding
ENSG00000181982	CCDC149	4	24806117	24980204	43.48	protein_coding
ENSG00000105088	OLFM2	19	9853718	9936552	50.52	protein_coding
ENSG00000149313	AASDHPPT	11	106075501	106098710	36.57	protein_coding
ENSG00000177994	C2orf73	2	54330034	54383742	38.88	protein_coding
ENSG00000171681	ATF7IP	12	14365632	14502935	36.1	protein_coding
ENSG00000060971	ACAA1	3	38103129	38137242	51.46	protein_coding
ENSG00000177425	PAWR	12	79574979	79691097	36.85	protein_coding
ENSG00000163781	TOPBP1	3	133598175	133662380	37.94	protein_coding
ENSG00000164054	SHISA5	3	48467798	48504826	50.15	protein_coding
ENSG00000117228	GBP1	1	89052319	89065360	38.12	protein_coding
ENSG00000253250	C8orf88	8	90958637	90985257	32.98	protein_coding
ENSG00000130545	CRB3	19	6463777	6467221	59.94	protein_coding
ENSG00000172757	CFL1	11	65823022	65862026	50.18	protein_coding
ENSG00000101384	JAG1	20	10637684	10673999	47.45	protein_coding
ENSG00000184588	PDE4B	1	65792514	66374579	37.45	protein_coding
ENSG00000123119	NECAB1	8	90791550	90959408	37.05	protein_coding
ENSG00000158077	NLRP14	11	7020446	7071308	37.32	protein_coding
ENSG00000187118	CMC1	3	28241584	28325142	35.93	protein_coding
ENSG00000105676	ARMC6	19	19033575	19060311	51.45	protein_coding
ENSG00000205744	DENND1C	19	6467207	6482557	55.66	protein_coding
ENSG00000104320	NBN	8	89933336	90003228	37.15	protein_coding
ENSG00000170748	RBMXL2	11	7089027	7090900	57.79	protein_coding
ENSG00000180694	TMEM64	8	90621995	90791632	38.54	protein_coding
ENSG00000131015	ULBP2	6	149942000	149949235	52.92	protein_coding
ENSG00000184465	WDR27	6	169457212	169702067	42.01	protein_coding
ENSG00000170743	SYT9	11	7238778	7469042	40.11	protein_coding
ENSG00000092929	UNC13D	17	75827225	75844717	59.67	protein_coding
ENSG00000144867	SRPRB	3	133784033	133825772	41.15	protein_coding
ENSG00000111981	ULBP1	6	149964007	149973710	51.8	protein_coding
ENSG00000107758	PPP3CB	10	73436428	73496024	38.91	protein_coding
ENSG00000188937	NYX	23	41447434	41475710	46.95	protein_coding
ENSG00000110675	ELMOD1	11	107591091	107666779	38.98	protein_coding
ENSG00000183801	OLFML1	11	7485388	7511377	42.2	protein_coding
ENSG00000009830	POMT2	14	77274956	77320884	47.08	protein_coding
ENSG00000164181	ELOVL7	5	60751791	60844389	39.23	protein_coding
ENSG00000172732	MUS81	11	65857126	65867653	60.2	protein_coding
ENSG00000172538	FAM170B	10	49131154	49134008	49.77	protein_coding
ENSG00000011454	RABGAP1	9	122940833	123104866	38.49	protein_coding
ENSG00000197361	FBXL22	15	63597353	63602428	57.07	protein_coding
ENSG00000168329	CX3CR1	3	39263494	39281735	46.15	protein_coding
ENSG00000213512	GBP7	1	89131751	89176040	37.88	protein_coding
ENSG00000178690	DYNAP	18	54587757	54599493	36.3	protein_coding
ENSG00000091513	TF	3	133745956	133796640	43.61	protein_coding
ENSG00000162645	GBP2	1	89106132	89150456	38	protein_coding
ENSG00000067900	ROCK1	18	20946906	21111851	36.92	protein_coding
ENSG00000084710	EFR3B	2	25042130	25159137	48.38	protein_coding
ENSG00000101213	PTK6	20	63528001	63537370	61.62	protein_coding
ENSG00000140521	POLG	15	89305198	89334861	49.14	protein_coding
ENSG00000122008	POLK	5	75511756	75601144	36.45	protein_coding
ENSG00000153012	LGI2	4	24998847	25030879	44.04	protein_coding
